Product{id='24937267', name='Product::24937267', price=78.31, qty=12, localDate=2024-03-01}
Product{id='117992113', name='Product::117992113', price=50.68, qty=12, localDate=2024-03-01}
Product{id='73713618', name='Product::73713618', price=85.7, qty=12, localDate=2024-03-01}
Product{id='42297450', name='Product::42297450', price=79.93, qty=12, localDate=2024-03-01}
Product{id='93951198', name='Product::93951198', price=68.6, qty=12, localDate=2024-03-01}
Product{id='54392481', name='Product::54392481', price=16.69, qty=12, localDate=2024-03-01}
Product{id='119866977', name='Product::119866977', price=73.89, qty=12, localDate=2024-03-01}
Product{id='676903', name='Product::676903', price=53.51, qty=12, localDate=2024-03-01}
Product{id='61014122', name='Product::61014122', price=42.5, qty=12, localDate=2024-03-01}
Product{id='92676546', name='Product::92676546', price=84.28, qty=12, localDate=2024-03-01}
Product{id='102480524', name='Product::102480524', price=35.74, qty=12, localDate=2024-03-01}
Product{id='106146675', name='Product::106146675', price=31.23, qty=12, localDate=2024-03-01}
Product{id='84924923', name='Product::84924923', price=97.11, qty=12, localDate=2024-03-01}
Product{id='1811107', name='Product::1811107', price=96.85, qty=12, localDate=2024-03-01}
Product{id='107782702', name='Product::107782702', price=66.74, qty=12, localDate=2024-03-01}
Product{id='72772689', name='Product::72772689', price=18.93, qty=12, localDate=2024-03-01}
Product{id='65620835', name='Product::65620835', price=41.18, qty=12, localDate=2024-03-01}
Product{id='27002276', name='Product::27002276', price=91.7, qty=12, localDate=2024-03-01}
Product{id='87165197', name='Product::87165197', price=56.76, qty=12, localDate=2024-03-01}
Product{id='99191497', name='Product::99191497', price=94.26, qty=12, localDate=2024-03-01}
Product{id='50339226', name='Product::50339226', price=87.27, qty=12, localDate=2024-03-01}
Product{id='47424160', name='Product::47424160', price=79.24, qty=12, localDate=2024-03-01}
Product{id='120902713', name='Product::120902713', price=87.39, qty=12, localDate=2024-03-01}
Product{id='32745080', name='Product::32745080', price=71.04, qty=12, localDate=2024-03-01}
Product{id='63276681', name='Product::63276681', price=30.54, qty=12, localDate=2024-03-01}
Product{id='4906006', name='Product::4906006', price=74.06, qty=12, localDate=2024-03-01}
Product{id='100899533', name='Product::100899533', price=70.64, qty=12, localDate=2024-03-01}
Product{id='58444506', name='Product::58444506', price=38.59, qty=12, localDate=2024-03-01}
Product{id='26466962', name='Product::26466962', price=66.88, qty=12, localDate=2024-03-01}
Product{id='80875314', name='Product::80875314', price=19.75, qty=12, localDate=2024-03-01}
Product{id='15369593', name='Product::15369593', price=25.41, qty=12, localDate=2024-03-01}
Product{id='92935594', name='Product::92935594', price=40.59, qty=12, localDate=2024-03-01}
Product{id='110044300', name='Product::110044300', price=35.6, qty=12, localDate=2024-03-01}
Product{id='59169721', name='Product::59169721', price=42.51, qty=12, localDate=2024-03-01}
Product{id='9506608', name='Product::9506608', price=14.45, qty=12, localDate=2024-03-01}
Product{id='33157808', name='Product::33157808', price=16.55, qty=12, localDate=2024-03-01}
Product{id='26804850', name='Product::26804850', price=98.28, qty=12, localDate=2024-03-01}
Product{id='58193175', name='Product::58193175', price=70.27, qty=12, localDate=2024-03-01}
Product{id='41897710', name='Product::41897710', price=53.49, qty=12, localDate=2024-03-01}
Product{id='7401551', name='Product::7401551', price=74.45, qty=12, localDate=2024-03-01}
Product{id='105357564', name='Product::105357564', price=87.12, qty=12, localDate=2024-03-01}
Product{id='23796807', name='Product::23796807', price=0.62, qty=12, localDate=2024-03-01}
Product{id='21940475', name='Product::21940475', price=64.55, qty=12, localDate=2024-03-01}
Product{id='53987956', name='Product::53987956', price=11.48, qty=12, localDate=2024-03-01}
Product{id='89506097', name='Product::89506097', price=76.11, qty=12, localDate=2024-03-01}
Product{id='117245518', name='Product::117245518', price=24.29, qty=12, localDate=2024-03-01}
Product{id='6857349', name='Product::6857349', price=85.51, qty=12, localDate=2024-03-01}
Product{id='12594443', name='Product::12594443', price=71.0, qty=12, localDate=2024-03-01}
Product{id='8478400', name='Product::8478400', price=30.7, qty=12, localDate=2024-03-01}
Product{id='97065739', name='Product::97065739', price=93.36, qty=12, localDate=2024-03-01}
Product{id='93026869', name='Product::93026869', price=13.23, qty=12, localDate=2024-03-01}
Product{id='1068307', name='Product::1068307', price=26.43, qty=12, localDate=2024-03-01}
Product{id='89346696', name='Product::89346696', price=54.68, qty=12, localDate=2024-03-01}
Product{id='112526712', name='Product::112526712', price=21.98, qty=12, localDate=2024-03-01}
Product{id='88578930', name='Product::88578930', price=54.44, qty=12, localDate=2024-03-01}
Product{id='58788678', name='Product::58788678', price=32.31, qty=12, localDate=2024-03-01}
Product{id='77329827', name='Product::77329827', price=17.93, qty=12, localDate=2024-03-01}
Product{id='31760569', name='Product::31760569', price=36.5, qty=12, localDate=2024-03-01}
Product{id='76750311', name='Product::76750311', price=76.17, qty=12, localDate=2024-03-01}
Product{id='92382753', name='Product::92382753', price=22.91, qty=12, localDate=2024-03-01}
Product{id='23586167', name='Product::23586167', price=85.25, qty=12, localDate=2024-03-01}
Product{id='29681462', name='Product::29681462', price=19.76, qty=12, localDate=2024-03-01}
Product{id='4224876', name='Product::4224876', price=63.25, qty=12, localDate=2024-03-01}
Product{id='178223', name='Product::178223', price=94.73, qty=12, localDate=2024-03-01}
Product{id='191886', name='Product::191886', price=51.11, qty=12, localDate=2024-03-01}
Product{id='105457185', name='Product::105457185', price=46.58, qty=12, localDate=2024-03-01}
Product{id='5851796', name='Product::5851796', price=58.04, qty=12, localDate=2024-03-01}
Product{id='26948955', name='Product::26948955', price=32.38, qty=12, localDate=2024-03-01}
Product{id='97266130', name='Product::97266130', price=88.01, qty=12, localDate=2024-03-01}
Product{id='34879318', name='Product::34879318', price=28.02, qty=12, localDate=2024-03-01}
Product{id='93994795', name='Product::93994795', price=85.48, qty=12, localDate=2024-03-01}
Product{id='30831472', name='Product::30831472', price=17.53, qty=12, localDate=2024-03-01}
Product{id='31115248', name='Product::31115248', price=87.39, qty=12, localDate=2024-03-01}
Product{id='66485699', name='Product::66485699', price=39.32, qty=12, localDate=2024-03-01}
Product{id='30316379', name='Product::30316379', price=4.02, qty=12, localDate=2024-03-01}
Product{id='89065439', name='Product::89065439', price=24.86, qty=12, localDate=2024-03-01}
Product{id='43183783', name='Product::43183783', price=65.99, qty=12, localDate=2024-03-01}
Product{id='52248347', name='Product::52248347', price=15.64, qty=12, localDate=2024-03-01}
Product{id='112619016', name='Product::112619016', price=85.18, qty=12, localDate=2024-03-01}
Product{id='22052483', name='Product::22052483', price=43.17, qty=12, localDate=2024-03-01}
Product{id='33435574', name='Product::33435574', price=12.86, qty=12, localDate=2024-03-01}
Product{id='15981950', name='Product::15981950', price=51.19, qty=12, localDate=2024-03-01}
Product{id='86490021', name='Product::86490021', price=22.17, qty=12, localDate=2024-03-01}
Product{id='102738447', name='Product::102738447', price=39.11, qty=12, localDate=2024-03-01}
Product{id='63543429', name='Product::63543429', price=0.32, qty=12, localDate=2024-03-01}
Product{id='68909478', name='Product::68909478', price=18.61, qty=12, localDate=2024-03-01}
Product{id='66752294', name='Product::66752294', price=25.33, qty=12, localDate=2024-03-01}
Product{id='35683287', name='Product::35683287', price=87.16, qty=12, localDate=2024-03-01}
Product{id='109041228', name='Product::109041228', price=96.89, qty=12, localDate=2024-03-01}
Product{id='64672447', name='Product::64672447', price=48.19, qty=12, localDate=2024-03-01}
Product{id='85558801', name='Product::85558801', price=47.7, qty=12, localDate=2024-03-01}
Product{id='4264910', name='Product::4264910', price=44.45, qty=12, localDate=2024-03-01}
Product{id='34454985', name='Product::34454985', price=23.02, qty=12, localDate=2024-03-01}
Product{id='114296382', name='Product::114296382', price=30.23, qty=12, localDate=2024-03-01}
Product{id='32710474', name='Product::32710474', price=33.86, qty=12, localDate=2024-03-01}
Product{id='84395853', name='Product::84395853', price=32.92, qty=12, localDate=2024-03-01}
Product{id='89052984', name='Product::89052984', price=36.54, qty=12, localDate=2024-03-01}
Product{id='43742088', name='Product::43742088', price=62.32, qty=12, localDate=2024-03-01}
Product{id='57358964', name='Product::57358964', price=25.14, qty=12, localDate=2024-03-01}
Product{id='107652396', name='Product::107652396', price=70.48, qty=12, localDate=2024-03-01}
Product{id='21785742', name='Product::21785742', price=80.15, qty=12, localDate=2024-03-01}
Product{id='90229078', name='Product::90229078', price=23.82, qty=12, localDate=2024-03-01}
Product{id='61723971', name='Product::61723971', price=85.34, qty=12, localDate=2024-03-01}
Product{id='98864865', name='Product::98864865', price=12.27, qty=12, localDate=2024-03-01}
Product{id='88256655', name='Product::88256655', price=81.67, qty=12, localDate=2024-03-01}
Product{id='54785041', name='Product::54785041', price=34.61, qty=12, localDate=2024-03-01}
Product{id='97818531', name='Product::97818531', price=94.59, qty=12, localDate=2024-03-01}
Product{id='39427458', name='Product::39427458', price=86.83, qty=12, localDate=2024-03-01}
Product{id='91792745', name='Product::91792745', price=32.44, qty=12, localDate=2024-03-01}
Product{id='66935608', name='Product::66935608', price=78.64, qty=12, localDate=2024-03-01}
Product{id='68018681', name='Product::68018681', price=3.13, qty=12, localDate=2024-03-01}
Product{id='53039155', name='Product::53039155', price=43.74, qty=12, localDate=2024-03-01}
Product{id='27736832', name='Product::27736832', price=10.69, qty=12, localDate=2024-03-01}
Product{id='70502849', name='Product::70502849', price=61.33, qty=12, localDate=2024-03-01}
Product{id='90749747', name='Product::90749747', price=65.47, qty=12, localDate=2024-03-01}
Product{id='848634', name='Product::848634', price=72.69, qty=12, localDate=2024-03-01}
Product{id='118526578', name='Product::118526578', price=88.02, qty=12, localDate=2024-03-01}
Product{id='36319246', name='Product::36319246', price=90.75, qty=12, localDate=2024-03-01}
Product{id='70672319', name='Product::70672319', price=2.15, qty=12, localDate=2024-03-01}
Product{id='62361624', name='Product::62361624', price=66.33, qty=12, localDate=2024-03-01}
Product{id='83115828', name='Product::83115828', price=87.76, qty=12, localDate=2024-03-01}
Product{id='97398714', name='Product::97398714', price=22.83, qty=12, localDate=2024-03-01}
Product{id='88568619', name='Product::88568619', price=16.67, qty=12, localDate=2024-03-01}
Product{id='42202598', name='Product::42202598', price=57.13, qty=12, localDate=2024-03-01}
Product{id='62733537', name='Product::62733537', price=52.36, qty=12, localDate=2024-03-01}
Product{id='114996778', name='Product::114996778', price=4.32, qty=12, localDate=2024-03-01}
Product{id='93006232', name='Product::93006232', price=26.93, qty=12, localDate=2024-03-01}
Product{id='20313835', name='Product::20313835', price=6.43, qty=12, localDate=2024-03-01}
Product{id='9495786', name='Product::9495786', price=65.35, qty=12, localDate=2024-03-01}
Product{id='85212662', name='Product::85212662', price=36.57, qty=12, localDate=2024-03-01}
Product{id='67843545', name='Product::67843545', price=17.88, qty=12, localDate=2024-03-01}
Product{id='38929327', name='Product::38929327', price=54.84, qty=12, localDate=2024-03-01}
Product{id='66793180', name='Product::66793180', price=88.14, qty=12, localDate=2024-03-01}
Product{id='94975144', name='Product::94975144', price=79.75, qty=12, localDate=2024-03-01}
Product{id='4606144', name='Product::4606144', price=46.3, qty=12, localDate=2024-03-01}
Product{id='50689087', name='Product::50689087', price=77.63, qty=12, localDate=2024-03-01}
Product{id='109400057', name='Product::109400057', price=33.72, qty=12, localDate=2024-03-01}
Product{id='52779056', name='Product::52779056', price=16.95, qty=12, localDate=2024-03-01}
Product{id='111661952', name='Product::111661952', price=30.75, qty=12, localDate=2024-03-01}
Product{id='97331703', name='Product::97331703', price=73.04, qty=12, localDate=2024-03-01}
Product{id='70414333', name='Product::70414333', price=83.27, qty=12, localDate=2024-03-01}
Product{id='83999987', name='Product::83999987', price=57.88, qty=12, localDate=2024-03-01}
Product{id='34105929', name='Product::34105929', price=66.83, qty=12, localDate=2024-03-01}
Product{id='15882465', name='Product::15882465', price=39.36, qty=12, localDate=2024-03-01}
Product{id='56826476', name='Product::56826476', price=29.88, qty=12, localDate=2024-03-01}
Product{id='33810477', name='Product::33810477', price=77.46, qty=12, localDate=2024-03-01}
Product{id='59230755', name='Product::59230755', price=58.31, qty=12, localDate=2024-03-01}
Product{id='54376532', name='Product::54376532', price=36.01, qty=12, localDate=2024-03-01}
Product{id='56993996', name='Product::56993996', price=64.61, qty=12, localDate=2024-03-01}
Product{id='6929292', name='Product::6929292', price=34.74, qty=12, localDate=2024-03-01}
Product{id='12543351', name='Product::12543351', price=83.67, qty=12, localDate=2024-03-01}
Product{id='117188445', name='Product::117188445', price=71.73, qty=12, localDate=2024-03-01}
